employee_id,nama,tanggal_lahir,alamat,jabatan,department,tanggal_masuk
970067,Umi Pangestu,1965-06-08,"Gg. Jend. A. Yani No. 1, Sibolga, SB 78215",Finance Manager,Finance,2021-01-16
527327,Aswani Ardianto,1966-01-21,"Jl. Ahmad Dahlan No. 43, Langsa, Kepulauan Riau 64527",Finance Staff,Finance,2024-05-18
938638,"Violet Hastuti, M.TI.",1999-01-06,"Gang Kapten Muslihat No. 687, Kota Administrasi Jakarta Selatan, Kepulauan Bangka Belitung 02066",Finance Manager,Finance,2021-06-07
556273,Winda Prasetya,1987-07-12,"Gg. Sadang Serang No. 741, Banda Aceh, KR 18799",Regional Sales Manager,Sales,2021-11-26
999964,Almira Sihotang,2000-06-26,"Jalan Yos Sudarso No. 9, Balikpapan, Papua Barat 49866",Finance Staff,Finance,2022-10-29
58172,Kayla Wahyuni,1978-01-08,"Gang Laswi No. 4, Tanjungpinang, Jawa Timur 15001",Finance Manager,Finance,2024-06-15
692574,Pangestu Rahmawati,1983-05-27,"Jalan S. Parman No. 7, Kota Administrasi Jakarta Selatan, Kepulauan Riau 77384",CS Officer,Customer Service,2022-05-30
468917,Wadi Utami,1991-03-17,"Jl. Tebet Barat Dalam No. 18, Manado, Papua 31393",Finance Staff,Finance,2024-03-05
951226,KH. Koko Winarsih,1989-04-07,"Jl. Moch. Toha No. 939, Bitung, Bengkulu 95831",Regional Sales Manager,Sales,2021-09-18
200622,Shania Prabowo,1994-05-23,"Gg. Tebet Barat Dalam No. 583, Lubuklinggau, KB 46925",Underwriter,Underwriting,2020-09-18
374894,"R.A. Hafshah Widodo, S.I.Kom",1979-07-06,"Jl. Ahmad Dahlan No. 16, Sungai Penuh, KR 55447",Claims Analyst,Claims,2023-12-09
359994,Hardi Yuliarti,1980-06-30,"Gang Siliwangi No. 311, Bukittinggi, JI 53272",Regional Sales Manager,Sales,2024-05-23
784924,KH. Abyasa Farida,1983-08-29,"Gang Sukajadi No. 02, Bukittinggi, MA 76293",Finance Staff,Finance,2021-09-05
457412,"Samsul Hidayanto, S.Psi",1980-03-12,"Gang KH Amin Jasuta No. 188, Kotamobagu, PB 98455",Senior Sales Executive,Sales,2022-03-04
315608,Warsa Palastri,1974-04-15,"Gang Sadang Serang No. 267, Ternate, JB 25129",CS Supervisor,Customer Service,2020-08-02
113767,Utama Wastuti,1978-07-28,"Gg. Rawamangun No. 714, Tidore Kepulauan, SS 38237",CS Manager,Customer Service,2024-10-22
920137,Elisa Palastri,1981-06-29,"Jl. Suniaraja No. 35, Sawahlunto, Jambi 88386",Senior Sales Executive,Sales,2022-06-23
765839,Jaswadi Marpaung,1976-05-18,"Gang Kendalsari No. 00, Kota Administrasi Jakarta Pusat, Sumatera Selatan 76697",Claims Analyst,Claims,2023-08-28
712422,"Ir. Malika Puspasari, S.H.",1991-04-10,"Gang Monginsidi No. 32, Palembang, Bali 12454",Claims Manager,Claims,2022-04-10
551678,"R. Zalindra Hidayanto, M.Ak",1994-01-26,"Gang Ciumbuleuit No. 36, Ternate, BB 94526",Finance Manager,Finance,2024-09-24
122021,Bella Prabowo,2000-04-14,"Gang Gedebage Selatan No. 4, Prabumulih, LA 62788",Finance Supervisor,Finance,2021-04-12
191365,Martaka Budiman,2000-11-16,"Jalan K.H. Wahid Hasyim No. 73, Makassar, Riau 39702",Finance Manager,Finance,2025-01-28
837814,dr. Rahmat Permadi,1992-09-20,"Jl. Jend. Sudirman No. 099, Padang, JT 62234",Claims Officer,Claims,2023-05-30
805696,"Drs. Gilda Winarno, S.Gz",1972-12-04,"Gang Astana Anyar No. 066, Kota Administrasi Jakarta Selatan, Kepulauan Bangka Belitung 68370",Senior Underwriter,Underwriting,2020-10-19
568311,Dr. Devi Situmorang,1984-05-07,"Jl. PHH. Mustofa No. 61, Magelang, LA 30614",CS Manager,Customer Service,2025-05-20
600348,Almira Wulandari,2003-03-25,"Gg. Monginsidi No. 0, Kota Administrasi Jakarta Pusat, Nusa Tenggara Barat 97389",Claims Manager,Claims,2023-03-10
592127,Timbul Mulyani,2004-03-09,"Jl. Sadang Serang No. 43, Pasuruan, Kalimantan Barat 53127",Claims Officer,Claims,2022-09-10
600889,Ella Purwanti,1985-07-03,"Jl. Rajiman No. 84, Bima, Bali 07242",CS Supervisor,Customer Service,2025-03-11
398177,Irnanto Latupono,1999-05-24,"Gang Pacuan Kuda No. 506, Purwokerto, JB 96026",Underwriter,Underwriting,2023-09-20
315374,Ana Aryani,2000-03-13,"Gg. Jend. Sudirman No. 4, Cimahi, Aceh 55091",Underwriter,Underwriting,2023-11-09
936526,Taufan Melani,1989-11-13,"Jl. Jayawijaya No. 6, Kota Administrasi Jakarta Timur, KB 47604",Sales Executive,Sales,2022-01-23
794244,Karen Laksita,1967-05-30,"Gang Tebet Barat Dalam No. 12, Banjar, Kalimantan Selatan 83552",CS Manager,Customer Service,2020-09-08
934037,Kiandra Halimah,1966-11-02,"Jl. Astana Anyar No. 79, Jayapura, SR 50056",Underwriting Supervisor,Underwriting,2021-01-15
688840,"Dr. Anita Puspasari, M.M.",1971-04-20,"Jl. Kendalsari No. 794, Banjarmasin, KR 14757",Claims Supervisor,Claims,2020-10-16
616841,Limar Oktaviani,1981-12-08,"Jalan R.E Martadinata No. 420, Purwokerto, Kalimantan Selatan 44626",Underwriting Supervisor,Underwriting,2021-08-12
863973,Ajeng Hasanah,1995-10-30,"Jalan Tebet Barat Dalam No. 70, Bekasi, Bengkulu 32129",Finance Analyst,Finance,2023-06-07
657170,"Rini Pratama, S.Gz",1995-02-08,"Jl. Soekarno Hatta No. 935, Banjarmasin, Kepulauan Bangka Belitung 51449",Regional Sales Manager,Sales,2024-05-13
977068,Tgk. Wahyu Fujiati,1977-05-03,"Gg. R.E Martadinata No. 572, Palopo, RI 30176",Claims Analyst,Claims,2023-11-27
751476,Hj. Olivia Natsir,1992-05-09,"Jalan Pasteur No. 6, Palangkaraya, Gorontalo 02956",Finance Supervisor,Finance,2021-07-01
414522,Eka Mansur,1981-01-27,"Jl. Sentot Alibasa No. 1, Lhokseumawe, Kalimantan Selatan 54228",Claims Manager,Claims,2024-10-16
385968,"Drs. Cakrajiya Wijayanti, S.E.",2003-02-02,"Jalan Pasir Koja No. 61, Tangerang, RI 04997",Underwriter,Underwriting,2020-10-02
713454,"H. Imam Rajasa, S.E.",1999-12-29,"Jalan Rumah Sakit No. 98, Tidore Kepulauan, Gorontalo 44246",Claims Officer,Claims,2020-09-17
452376,Icha Maryati,2004-05-11,"Gang Ir. H. Djuanda No. 36, Bitung, Papua 87166",Underwriting Supervisor,Underwriting,2025-04-15
996000,"Endah Hartati, M.Pd",1972-04-25,"Jl. Pacuan Kuda No. 3, Banjarmasin, Kepulauan Riau 00630",CS Supervisor,Customer Service,2023-12-29
321605,Drs. Kani Prasasta,1985-02-14,"Jalan Pasirkoja No. 612, Bitung, GO 53744",Sales Executive,Sales,2022-06-17
272838,Gabriella Wastuti,1976-10-23,"Jl. S. Parman No. 956, Bandung, JA 70990",Finance Staff,Finance,2020-10-25
902334,Hasta Salahudin,1986-05-27,"Gang S. Parman No. 74, Palopo, NB 63539",Sales Manager,Sales,2020-10-04
383103,Halim Siregar,1994-01-08,"Jl. Jakarta No. 0, Tangerang Selatan, NB 75106",Claims Analyst,Claims,2021-11-02
513184,R.M. Ivan Saptono,1995-03-17,"Gg. Suryakencana No. 3, Denpasar, KT 69152",Claims Manager,Claims,2022-11-04
819061,Yuni Siregar,2004-09-27,"Gang Pacuan Kuda No. 681, Kota Administrasi Jakarta Selatan, KU 40753",CS Supervisor,Customer Service,2022-12-26
165554,Kasiyah Hariyah,1973-03-07,"Gg. S. Parman No. 7, Padang Sidempuan, BT 67874",Finance Staff,Finance,2024-09-01
578484,Dt. Artanto Prastuti,1967-11-01,"Gang Soekarno Hatta No. 85, Sibolga, Sulawesi Tenggara 15643",Underwriter,Underwriting,2025-04-02
690974,Jumadi Namaga,1995-04-21,"Gg. BKR No. 275, Mojokerto, KB 86772",Senior Underwriter,Underwriting,2021-01-13
312253,"dr. Malika Yulianti, S.Psi",1996-06-25,"Gg. Dipenogoro No. 574, Tasikmalaya, Papua Barat 79585",Claims Manager,Claims,2021-08-23
320094,R.A. Chelsea Wahyuni,2000-11-29,"Gg. Tebet Barat Dalam No. 98, Balikpapan, Sulawesi Selatan 05879",CS Officer,Customer Service,2024-05-06
104491,Ir. Maimunah Lazuardi,1995-03-25,"Gang Raya Ujungberung No. 564, Tidore Kepulauan, JT 17777",Finance Analyst,Finance,2025-05-25
592530,Natalia Pratama,1989-07-16,"Jalan Dr. Djunjunan No. 675, Palu, AC 87189",Senior CS Officer,Customer Service,2023-11-30
279819,"Ir. Raden Puspasari, S.Ked",1982-01-05,"Jalan Cikapayang No. 9, Samarinda, Bengkulu 86752",CS Officer,Customer Service,2021-06-14
728496,Among Setiawan,1987-11-20,"Jl. Cikapayang No. 19, Yogyakarta, KU 75636",Claims Officer,Claims,2023-07-16
695233,"Parman Maryadi, M.TI.",1982-08-19,"Jl. Merdeka No. 61, Tarakan, KB 73957",Sales Executive,Sales,2022-09-18
673882,"Vinsen Firmansyah, S.Pt",2006-09-30,"Jl. Cikutra Timur No. 440, Jayapura, Gorontalo 05569",Underwriting Supervisor,Underwriting,2022-02-06
789876,Dr. Shakila Hutapea,1971-06-05,"Gang Cikapayang No. 78, Makassar, AC 91873",CS Supervisor,Customer Service,2024-06-25
579045,"Winda Hastuti, S.I.Kom",1990-01-16,"Jl. Cihampelas No. 45, Batam, PA 20784",CS Officer,Customer Service,2023-01-09
288137,"Emong Simbolon, S.Kom",2002-02-02,"Jl. Pasir Koja No. 42, Pasuruan, KR 73644",Claims Analyst,Claims,2021-08-15
292616,Paiman Suryatmi,1977-08-25,"Jl. Pasir Koja No. 2, Padangpanjang, SN 45032",Finance Supervisor,Finance,2024-09-05
885035,Devi Sinaga,1999-03-21,"Gang M.T Haryono No. 452, Mataram, RI 41397",Claims Supervisor,Claims,2024-12-07
181436,"Ir. Diana Pratiwi, S.Pd",1997-03-01,"Jl. BKR No. 08, Padangpanjang, KI 85466",Claims Analyst,Claims,2023-01-20
31697,Tiara Susanti,2004-05-05,"Jalan Suniaraja No. 31, Sabang, JA 06222",Claims Officer,Claims,2023-12-02
851862,"dr. Banawi Salahudin, S.E.",2007-04-28,"Jalan Rawamangun No. 26, Denpasar, SU 38503",CS Officer,Customer Service,2022-02-10
322196,Dr. Gada Firmansyah,2005-08-19,"Gg. Cikapayang No. 424, Salatiga, KT 53004",CS Officer,Customer Service,2020-12-14
538946,"Cakrabuana Suartini, M.Ak",1981-04-08,"Gg. Joyoboyo No. 61, Tomohon, BB 71122",Claims Manager,Claims,2024-12-23
292045,"Gambira Mansur, S.T.",1984-09-02,"Gg. Astana Anyar No. 731, Lhokseumawe, Jawa Barat 36956",Finance Manager,Finance,2022-01-13
533183,Siti Pratiwi,1985-08-30,"Jl. Kendalsari No. 714, Payakumbuh, JK 92493",Senior CS Officer,Customer Service,2023-05-15
831868,Jaiman Simanjuntak,1986-11-09,"Gg. Kutai No. 367, Cilegon, DKI Jakarta 23152",Underwriting Supervisor,Underwriting,2021-01-04
574531,Adika Utama,2005-08-18,"Jl. Kutai No. 6, Tangerang, Kalimantan Selatan 04181",Sales Executive,Sales,2025-03-23
765698,Citra Suartini,1966-05-21,"Jl. Ciumbuleuit No. 612, Sukabumi, KS 81615",Finance Staff,Finance,2021-01-11
19472,Dr. Hilda Palastri,1982-05-29,"Jl. Surapati No. 232, Tomohon, MU 18575",CS Manager,Customer Service,2025-07-08
614841,Harsaya Haryanto,1970-04-18,"Jalan PHH. Mustofa No. 46, Semarang, Jawa Barat 99885",Finance Analyst,Finance,2022-12-25
827312,Wasis Yolanda,1981-03-27,"Jl. Dipenogoro No. 452, Tegal, Sumatera Selatan 95617",Claims Manager,Claims,2020-08-26
83446,Yosef Lazuardi,1989-11-04,"Gg. S. Parman No. 45, Pekalongan, KT 35346",Claims Officer,Claims,2020-09-26
784464,"Hani Prayoga, M.Ak",1986-03-13,"Jl. Sadang Serang No. 31, Probolinggo, JB 85892",Underwriting Supervisor,Underwriting,2024-11-01
120047,Kala Astuti,2003-04-13,"Jl. Gedebage Selatan No. 35, Kota Administrasi Jakarta Timur, JK 70292",Finance Staff,Finance,2021-08-12
217879,Prasetya Kusumo,1969-06-06,"Jl. Stasiun Wonokromo No. 07, Batu, Kalimantan Barat 87856",Finance Manager,Finance,2023-04-05
982674,Hendri Kusmawati,1970-10-28,"Jl. Setiabudhi No. 17, Samarinda, Kepulauan Bangka Belitung 26708",Regional Sales Manager,Sales,2021-08-10
31118,Kani Andriani,1976-08-15,"Jl. Astana Anyar No. 756, Kotamobagu, Kepulauan Bangka Belitung 93700",Underwriter,Underwriting,2022-07-03
211343,Hj. Cinthia Uwais,1987-10-02,"Jalan Cikapayang No. 04, Mojokerto, JA 85201",Claims Officer,Claims,2024-03-12
358514,Tgk. Maida Adriansyah,1980-09-27,"Gang Ciwastra No. 98, Tangerang Selatan, SB 45282",Regional Sales Manager,Sales,2020-08-15
4634,"Febi Hutapea, S.Sos",1975-05-12,"Jl. Stasiun Wonokromo No. 6, Tangerang Selatan, DI Yogyakarta 20012",CS Officer,Customer Service,2021-04-12
683879,"Satya Mulyani, M.M.",1965-02-10,"Jalan Siliwangi No. 34, Pasuruan, ST 75323",Claims Officer,Claims,2021-11-12
106244,"drg. Hendra Latupono, M.Ak",1974-02-16,"Jl. Cihampelas No. 848, Malang, Lampung 65239",CS Supervisor,Customer Service,2024-08-19
475864,Farah Mangunsong,1967-08-19,"Jl. Erlangga No. 99, Subulussalam, DKI Jakarta 05420",Senior Sales Executive,Sales,2024-05-12
967245,Sabar Wahyuni,1985-09-01,"Gang W.R. Supratman No. 658, Samarinda, JK 30551",Claims Officer,Claims,2022-05-22
856714,Clara Haryanto,2003-07-15,"Jl. Veteran No. 33, Pagaralam, JI 72554",Finance Analyst,Finance,2022-09-08
336599,"Farhunnisa Marpaung, S.T.",2006-11-14,"Jl. Antapani Lama No. 975, Palu, BA 64944",Finance Analyst,Finance,2025-04-17
989895,"R. Ella Siregar, S.E.",1985-04-13,"Gang Pacuan Kuda No. 5, Tidore Kepulauan, Sulawesi Barat 21519",Finance Manager,Finance,2023-04-13
662930,Ana Siregar,1980-10-31,"Jl. Pasteur No. 211, Kotamobagu, KR 80044",Claims Manager,Claims,2024-07-31
47938,Harjaya Uwais,1995-03-26,"Gang Medokan Ayu No. 33, Meulaboh, BA 39217",Sales Executive,Sales,2022-11-28
374488,Eja Winarsih,1977-05-23,"Gang Merdeka No. 9, Banjar, KU 18840",Senior Underwriter,Underwriting,2020-11-19
388311,"Betania Saputra, S.I.Kom",1988-02-26,"Gang Jend. A. Yani No. 527, Blitar, Papua 50292",Claims Analyst,Claims,2022-08-03
971451,Anastasia Dabukke,2006-10-27,"Gang Jamika No. 533, Jambi, Jawa Barat 45310",Finance Supervisor,Finance,2023-08-01
783895,Elvina Winarno,1983-08-29,"Jalan Sukabumi No. 7, Banjarbaru, Sumatera Utara 31781",Finance Staff,Finance,2022-07-24
751919,R. Victoria Santoso,2001-07-08,"Gang Antapani Lama No. 0, Kota Administrasi Jakarta Selatan, JK 25804",Finance Analyst,Finance,2023-01-31
839775,Mumpuni Namaga,2004-11-21,"Jalan Monginsidi No. 13, Kendari, DKI Jakarta 95447",Regional Sales Manager,Sales,2021-06-13
46654,"Silvia Agustina, M.Ak",1985-04-01,"Gang Cihampelas No. 5, Tangerang Selatan, Banten 06621",Senior CS Officer,Customer Service,2022-08-11
354118,R.A. Maimunah Sihombing,2007-03-17,"Jl. Tubagus Ismail No. 287, Banjarmasin, KS 11699",Underwriting Supervisor,Underwriting,2023-01-08
595921,"Gabriella Kurniawan, M.Pd",1992-08-17,"Jalan Cikutra Timur No. 1, Cirebon, KU 62593",Senior CS Officer,Customer Service,2022-04-28
167927,Salwa Sihombing,2002-06-03,"Gang Antapani Lama No. 62, Padangpanjang, BB 28249",Underwriter,Underwriting,2021-01-09
790701,Jumadi Sinaga,2000-03-12,"Jl. Bangka Raya No. 8, Samarinda, Papua Barat 49698",Sales Manager,Sales,2023-10-07
735698,"Vicky Zulaika, S.Farm",2001-03-23,"Gang Ahmad Dahlan No. 427, Sungai Penuh, Kepulauan Riau 43921",Senior Sales Executive,Sales,2024-11-29
293737,R.A. Silvia Hasanah,1978-05-23,"Gg. Cikapayang No. 77, Kota Administrasi Jakarta Timur, Gorontalo 86390",Claims Supervisor,Claims,2021-11-10
382639,Radit Saptono,1999-12-09,"Gang Sadang Serang No. 12, Payakumbuh, SU 53078",CS Supervisor,Customer Service,2023-05-12
944252,"Ir. Mulya Tampubolon, M.Farm",1970-09-05,"Gang Jayawijaya No. 0, Kota Administrasi Jakarta Barat, DKI Jakarta 08542",Claims Analyst,Claims,2021-02-12
56770,Cengkir Lazuardi,1983-12-12,"Jalan Kapten Muslihat No. 081, Tanjungpinang, JI 21587",Finance Manager,Finance,2025-06-13
534811,Jamalia Haryanti,1985-11-16,"Jl. Cikutra Barat No. 11, Ternate, JT 02657",Senior CS Officer,Customer Service,2023-12-17
438480,Kenari Napitupulu,1975-08-25,"Gg. M.H Thamrin No. 015, Bengkulu, DI Yogyakarta 11820",Finance Analyst,Finance,2021-01-13
804131,Raihan Permata,1965-01-24,"Gang M.H Thamrin No. 9, Pontianak, Sulawesi Tenggara 03391",CS Manager,Customer Service,2024-11-24
634199,Suci Purnawati,1990-09-22,"Jalan Setiabudhi No. 16, Langsa, Maluku Utara 55413",Senior CS Officer,Customer Service,2023-01-18
885960,Gina Purnawati,1989-05-14,"Gang Kendalsari No. 666, Tebingtinggi, NT 65729",Senior CS Officer,Customer Service,2020-12-03
849980,Gamani Nababan,1981-12-06,"Jl. Asia Afrika No. 9, Solok, RI 30745",Finance Staff,Finance,2022-11-15
116264,"Dariati Zulaika, S.H.",1966-09-13,"Gg. Moch. Ramdan No. 445, Bengkulu, ST 01746",Finance Manager,Finance,2022-09-01
954617,Cagak Astuti,2006-09-12,"Gang Dipatiukur No. 99, Bitung, Sulawesi Tengah 61781",CS Supervisor,Customer Service,2021-02-08
224191,H. Laksana Rahayu,1992-08-08,"Jl. Siliwangi No. 981, Salatiga, KR 48253",Senior Underwriter,Underwriting,2022-11-22
345762,"Hamima Prayoga, M.Ak",1993-06-17,"Jalan M.H Thamrin No. 765, Pekalongan, DI Yogyakarta 14208",Finance Supervisor,Finance,2024-06-07
586863,Ghani Ramadan,1997-03-22,"Gg. Wonoayu No. 825, Pariaman, Sumatera Selatan 80550",CS Supervisor,Customer Service,2021-09-02
111012,Lembah Namaga,1985-07-28,"Jalan Pacuan Kuda No. 7, Palangkaraya, Jawa Tengah 24909",CS Officer,Customer Service,2021-10-15
177159,Dr. Artanto Utami,1976-02-19,"Gang Ahmad Dahlan No. 4, Pekanbaru, PA 88126",Regional Sales Manager,Sales,2024-06-28
195280,Dadi Rajata,1970-08-09,"Jl. Kutisari Selatan No. 0, Bitung, KS 75947",Sales Executive,Sales,2023-06-20
103485,Kiandra Puspasari,1980-07-08,"Gg. Rumah Sakit No. 432, Serang, Jawa Timur 07094",Regional Sales Manager,Sales,2021-03-10
787553,Satya Irawan,1964-10-23,"Gg. Ir. H. Djuanda No. 568, Kota Administrasi Jakarta Pusat, SU 85889",Senior CS Officer,Customer Service,2020-12-19
980159,Ir. Asmadi Lazuardi,1975-07-16,"Gg. Pelajar Pejuang No. 0, Tanjungbalai, ST 04052",Finance Analyst,Finance,2022-01-18
997289,Setya Melani,1980-08-30,"Jalan Kutisari Selatan No. 397, Tangerang, Maluku 37260",Senior CS Officer,Customer Service,2024-11-18
567372,KH. Mahmud Puspita,1998-03-09,"Gang Indragiri No. 675, Tomohon, JT 99420",CS Manager,Customer Service,2025-03-07
654247,Rini Laksmiwati,1967-05-26,"Gang M.T Haryono No. 86, Kota Administrasi Jakarta Timur, KB 45134",Claims Officer,Claims,2023-11-13
506423,Fathonah Rahmawati,1987-02-24,"Jalan Pasteur No. 195, Solok, BE 31536",Sales Manager,Sales,2021-09-12
76091,"Hj. Rina Halimah, S.Pt",2005-07-23,"Gg. Ronggowarsito No. 24, Cimahi, Kepulauan Bangka Belitung 03734",Claims Analyst,Claims,2021-10-03
769056,Nadine Mulyani,1968-09-28,"Jalan Ir. H. Djuanda No. 030, Semarang, MU 85967",Claims Manager,Claims,2022-04-01
702926,Suci Setiawan,1992-09-17,"Jl. Moch. Ramdan No. 891, Pagaralam, DKI Jakarta 32888",Underwriter,Underwriting,2023-07-23
933632,Tugiman Salahudin,1983-03-16,"Gang Ahmad Dahlan No. 436, Sungai Penuh, YO 22754",Finance Supervisor,Finance,2022-08-11
62344,Septi Uwais,1973-05-19,"Jalan Raya Setiabudhi No. 671, Purwokerto, SR 95651",Senior Sales Executive,Sales,2022-07-28
509471,"Humaira Halim, S.Psi",1966-04-07,"Jalan Raya Ujungberung No. 95, Tomohon, KR 68214",Senior CS Officer,Customer Service,2024-11-06
71874,"Gambira Lestari, S.IP",2000-11-20,"Jalan Raya Ujungberung No. 04, Metro, SU 67452",Underwriter,Underwriting,2025-02-20
530945,"Zalindra Mahendra, S.Gz",1994-11-22,"Gg. KH Amin Jasuta No. 4, Purwokerto, Sulawesi Utara 15582",CS Manager,Customer Service,2022-09-07
947996,Alambana Sihombing,1986-11-11,"Gg. Ahmad Dahlan No. 3, Ambon, SU 43143",Finance Supervisor,Finance,2024-08-16
596222,"Hana Hassanah, S.Kom",1972-03-22,"Jl. Veteran No. 4, Tegal, GO 83607",CS Manager,Customer Service,2025-06-08
220966,Jail Wasita,1975-07-01,"Jl. Raya Setiabudhi No. 1, Sibolga, LA 33871",Underwriting Supervisor,Underwriting,2025-04-24
578545,Safina Mandasari,1970-05-15,"Gg. Suryakencana No. 21, Ternate, PB 88409",Senior CS Officer,Customer Service,2024-05-09
728789,"Drs. Ibrani Utama, S.Kom",1999-03-24,"Jalan Cihampelas No. 71, Tangerang, Jawa Timur 50877",Regional Sales Manager,Sales,2021-08-25
613336,"drg. Yusuf Nababan, M.M.",1981-12-22,"Gang Bangka Raya No. 330, Surakarta, KS 66280",Senior CS Officer,Customer Service,2021-10-18
933147,drg. Salimah Firgantoro,1986-08-10,"Gang Gegerkalong Hilir No. 82, Surabaya, Lampung 61693",CS Officer,Customer Service,2022-08-22
855665,Dr. Rusman Purwanti,1987-08-21,"Jalan Abdul Muis No. 3, Padang Sidempuan, Jawa Tengah 30548",Senior Sales Executive,Sales,2022-01-25
149378,Cut Nabila Damanik,1977-07-13,"Gang Jakarta No. 29, Dumai, Kalimantan Barat 66429",Sales Manager,Sales,2022-03-31
346331,Dr. Hana Wacana,2005-12-16,"Jl. Ahmad Yani No. 669, Pontianak, NB 27950",Finance Manager,Finance,2022-08-03
257281,Citra Saragih,2001-06-10,"Gang Surapati No. 834, Pekanbaru, Banten 68889",Claims Manager,Claims,2021-12-01
164241,"Marsudi Firmansyah, S.IP",2006-11-24,"Gang Suniaraja No. 6, Tidore Kepulauan, SB 98151",Finance Analyst,Finance,2021-04-26
26304,Cemeti Permadi,1984-06-06,"Jalan Jend. Sudirman No. 35, Kota Administrasi Jakarta Barat, BA 62101",Underwriting Manager,Underwriting,2022-01-21
646476,"Sutan Kawaca Winarsih, S.T.",1995-10-15,"Jl. Rawamangun No. 3, Metro, Bali 58164",CS Supervisor,Customer Service,2023-03-12
669548,"Warta Megantara, M.M.",1997-03-13,"Jl. Siliwangi No. 62, Pontianak, Sulawesi Tengah 98994",Underwriting Manager,Underwriting,2023-10-17
663626,"Putri Uyainah, S.Pt",1995-04-09,"Jl. Lembong No. 863, Kendari, SB 82008",Underwriting Manager,Underwriting,2022-02-03
807953,"Sarah Simbolon, M.Farm",1973-09-26,"Jl. Setiabudhi No. 97, Semarang, Kalimantan Timur 87042",Senior Underwriter,Underwriting,2022-01-09
154876,"Laras Maryadi, S.IP",2000-04-19,"Gg. Kebonjati No. 95, Ambon, SU 49164",CS Supervisor,Customer Service,2022-03-20
660033,"Wisnu Pangestu, S.H.",1991-07-21,"Jl. Jayawijaya No. 80, Sabang, PA 41061",Senior Sales Executive,Sales,2025-03-17
347285,Dt. Luhung Nurdiyanti,2004-04-19,"Gang Wonoayu No. 55, Pontianak, Bengkulu 17175",Claims Officer,Claims,2020-08-13
949295,dr. Koko Tamba,1994-08-05,"Jl. Kebonjati No. 315, Makassar, NT 69828",Claims Officer,Claims,2024-01-17
871721,"Drs. Usman Wasita, M.Pd",1975-01-15,"Gang Antapani Lama No. 247, Padang Sidempuan, MU 17217",Claims Manager,Claims,2020-07-19
713492,"Yuni Hardiansyah, S.E.I",1972-10-17,"Jalan Moch. Toha No. 74, Prabumulih, Aceh 88342",Regional Sales Manager,Sales,2024-03-06
317015,Bagus Pudjiastuti,2003-06-05,"Jl. Moch. Ramdan No. 664, Manado, JB 69597",Senior Underwriter,Underwriting,2020-07-11
631471,Salsabila Habibi,1983-10-21,"Jl. Pasirkoja No. 36, Metro, JB 17909",CS Supervisor,Customer Service,2024-10-04
570507,Purwadi Mansur,2001-12-12,"Jl. Medokan Ayu No. 4, Palembang, KS 69567",Regional Sales Manager,Sales,2021-05-21
503265,"Sutan Gambira Nainggolan, S.T.",2004-08-27,"Gang Siliwangi No. 6, Ambon, Kalimantan Tengah 17150",Claims Supervisor,Claims,2025-03-16
